mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
0.7,"9 km SW of Salton City, CA",1723801091340,1724177591407,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40704135,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40704135&format=geojson,,,,,reviewed,0,8,ci,40704135,",ci40704135,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",28.0,0.04998,0.18,103.0,ml,earthquake,"M 0.7 - 9 km SW of Salton City, CA"
0.76,"6 km NNW of The Geysers, CA",1723800673190,1723807859841,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75049066,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75049066&format=geojson,,,,,automatic,0,9,nc,75049066,",nc75049066,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.006683,0.04,63.0,md,earthquake,"M 0.8 - 6 km NNW of The Geysers, CA"
0.9,"1 km WSW of San Ramon, CA",1723800571550,1724101016163,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75049071,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75049071&format=geojson,,,,,reviewed,0,12,nc,75049071,",nc75049071,",",nc,",",nearby-cities,origin,phase-data,",19.0,0.0443,0.07,55.0,md,earthquake,"M 0.9 - 1 km WSW of San Ramon, CA"
2.1,"51 km WSW of Anchor Point, Alaska",1723800517838,1724398811040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024aivlghz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024aivlghz&format=geojson,,,,,automatic,0,68,ak,024aivlghz,",us7000n7dc,ak024aivlghz,",",us,ak,",",origin,phase-data,",,,0.22,,ml,earthquake,"M 2.1 - 51 km WSW of Anchor Point, Alaska"
0.78,"22 km E of Little Lake, CA",1723800321330,1723826991991,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40704127,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40704127&format=geojson,,,,,reviewed,0,9,ci,40704127,",ci40704127,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.01844,0.15,130.0,ml,earthquake,"M 0.8 - 22 km E of Little Lake, CA"
0.74,"2 km NNE of Loma Linda, CA",1723800179700,1724177222734,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40704119,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40704119&format=geojson,,,,,reviewed,0,8,ci,40704119,",ci40704119,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",33.0,0.0467,0.15,60.0,ml,earthquake,"M 0.7 - 2 km NNE of Loma Linda, CA"
0.89,"9 km NW of The Geysers, CA",1723800121860,1723801555833,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75049061,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75049061&format=geojson,,,,,automatic,0,12,nc,75049061,",nc75049061,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.01171,0.01,85.0,md,earthquake,"M 0.9 - 9 km NW of The Geysers, CA"
1.2,"7 km SSW of Knik, Alaska",1723799290101,1723799480546,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024aivh3po,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024aivh3po&format=geojson,,,,,automatic,0,22,ak,024aivh3po,",ak024aivh3po,",",ak,",",origin,phase-data,",,,0.77,,ml,earthquake,"M 1.2 - 7 km SSW of Knik, Alaska"
1.93,"25 km NW of Grapevine, CA",1723799067660,1724176884697,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40704111,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40704111&format=geojson,0.0,1.0,,,reviewed,0,57,ci,40704111,",ci40704111,",",ci,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",41.0,0.05608,0.21,43.0,ml,earthquake,"M 1.9 - 25 km NW of Grapevine, CA"
2.88,"24 km NW of Grapevine, CA",1723798916850,1724399950040,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40704103,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40704103&format=geojson,5.0,2.7,,,reviewed,0,129,ci,40704103,",ci40704103,us7000n7db,",",ci,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",67.0,0.04991,0.24,23.0,ml,earthquake,"M 2.9 - 24 km NW of Grapevine, CA"
0.83,"6 km NW of Cobb, CA",1723798343650,1723803997434,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75049046,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75049046&format=geojson,,,,,automatic,0,11,nc,75049046,",nc75049046,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.004795,0.02,151.0,md,earthquake,"M 0.8 - 6 km NW of Cobb, CA"
2.29,"9 km ENE of Steele, Missouri",1723798029380,1723833846665,,https://earthquake.usgs.gov/earthquakes/eventpage/nm60589256,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nm60589256&format=geojson,1.0,2.0,,,reviewed,0,81,nm,60589256,",nm60589256,",",nm,",",dyfi,origin,phase-data,",34.0,0.02818,0.12,57.0,md,earthquake,"M 2.3 - 9 km ENE of Steele, Missouri"
1.01,"9 km SE of Katie, Oklahoma",1723797951049,1724087393597,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024qbgb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024qbgb&format=geojson,,,,,reviewed,0,16,ok,2024qbgb,",ok2024qbgb,",",ok,",",origin,phase-data,",12.0,0.07918446131,0.17,119.0,ml,earthquake,"M 1.0 - 9 km SE of Katie, Oklahoma"
0.67,"71 km WSW of Nikolski, Alaska",1723797942540,1723842439320,,https://earthquake.usgs.gov/earthquakes/eventpage/av93232241,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93232241&format=geojson,,,,,reviewed,0,7,av,93232241,",av93232241,",",av,",",origin,phase-data,",4.0,0.03398,0.16,230.0,ml,earthquake,"M 0.7 - 71 km WSW of Nikolski, Alaska"
1.66,"1 km WSW of San Ramon, CA",1723797856090,1724369451570,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75049041,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75049041&format=geojson,,,,,reviewed,0,42,nc,75049041,",nc75049041,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",33.0,0.03456,0.07,51.0,md,earthquake,"M 1.7 - 1 km WSW of San Ramon, CA"
1.1,"3 km NNW of The Geysers, CA",1723797797420,1723800660894,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75049036,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75049036&format=geojson,,,,,automatic,0,19,nc,75049036,",nc75049036,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.01189,0.02,89.0,md,earthquake,"M 1.1 - 3 km NNW of The Geysers, CA"
4.1,"28 km NNE of The Valley, Anguilla",1723797790982,1723813395329,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000n7d9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000n7d9&format=geojson,5.0,5.0,,,reviewed,0,261,us,7000n7d9,",us7000n7d9,",",us,",",dyfi,origin,phase-data,",43.0,0.419,0.52,128.0,mb,earthquake,"M 4.1 - 28 km NNE of The Valley, Anguilla"
1.0,"13 km ENE of Fallon Station, Nevada",1723797540309,1723849253869,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00882559,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00882559&format=geojson,,,,,reviewed,0,15,nn,00882559,",nn00882559,",",nn,",",origin,phase-data,",9.0,0.375,0.1234,108.91999999999996,ml,earthquake,"M 1.0 - 13 km ENE of Fallon Station, Nevada"
2.38,"10 km S of Fern Forest, Hawaii",1723797428060,1723798532670,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74404096,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74404096&format=geojson,,,,,reviewed,0,87,hv,74404096,",us7000n7d8,hv74404096,",",us,hv,",",origin,phase-data,",32.0,0.02308,0.1,104.0,ml,earthquake,"M 2.4 - 10 km S of Fern Forest, Hawaii"
-0.03,"16 km NE of Milford, Utah",1723797303310,1723828088160,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80078641,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80078641&format=geojson,,,,,reviewed,0,0,uu,80078641,",uu80078641,",",uu,",",origin,phase-data,",9.0,0.00878,0.07,79.0,md,earthquake,"M 0.0 - 16 km NE of Milford, Utah"
1.55,"2 km NNW of The Geysers, CA",1723797203660,1723797383900,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75049031,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75049031&format=geojson,,,,,automatic,0,37,nc,75049031,",nc75049031,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",30.0,0.01212,0.04,84.0,md,earthquake,"M 1.6 - 2 km NNW of The Geysers, CA"
0.48,"21 km E of Kelso, Washington",1723796751690,1723832580880,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62028327,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62028327&format=geojson,,,,,reviewed,0,4,uw,62028327,",uw62028327,",",uw,",",origin,phase-data,",7.0,0.08062,0.07,194.0,md,earthquake,"M 0.5 - 21 km E of Kelso, Washington"
1.2,"38 km ENE of Livengood, Alaska",1723796629577,1723796818678,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024aiuyz7x,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024aiuyz7x&format=geojson,,,,,automatic,0,22,ak,024aiuyz7x,",ak024aiuyz7x,",",ak,",",origin,phase-data,",,,0.68,,ml,earthquake,"M 1.2 - 38 km ENE of Livengood, Alaska"
0.67,"72 km WSW of Nikolski, Alaska",1723795905980,1723843127250,,https://earthquake.usgs.gov/earthquakes/eventpage/av93018614,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93018614&format=geojson,,,,,reviewed,0,7,av,93018614,",av93018614,",",av,",",origin,phase-data,",4.0,0.0277,0.09,226.0,ml,earthquake,"M 0.7 - 72 km WSW of Nikolski, Alaska"
1.15,"68 km WSW of Nikolski, Alaska",1723795837730,1723841916230,,https://earthquake.usgs.gov/earthquakes/eventpage/av93232216,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93232216&format=geojson,,,,,reviewed,0,20,av,93232216,",av93232216,",",av,",",origin,phase-data,",5.0,0.02895,0.26,156.0,ml,earthquake,"M 1.2 - 68 km WSW of Nikolski, Alaska"
1.4,"31 km WNW of Valdez, Alaska",1723795411280,1723795541726,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024aiuunhk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024aiuunhk&format=geojson,,,,,automatic,0,30,ak,024aiuunhk,",ak024aiuunhk,",",ak,",",origin,phase-data,",,,0.62,,ml,earthquake,"M 1.4 - 31 km WNW of Valdez, Alaska"
1.1,"7 km WNW of Cobb, CA",1723795359690,1723799758643,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75049026,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75049026&format=geojson,,,,,automatic,0,19,nc,75049026,",nc75049026,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.009751,0.01,131.0,md,earthquake,"M 1.1 - 7 km WNW of Cobb, CA"
1.51,"8 km SSW of The Geysers, CA",1723794902390,1723797657416,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75049021,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75049021&format=geojson,,,,,automatic,0,35,nc,75049021,",nc75049021,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.01261,0.04,208.0,md,earthquake,"M 1.5 - 8 km SSW of The Geysers, CA"
1.5,"42 km W of Cantwell, Alaska",1723794717692,1723794830331,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024aiujkah,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024aiujkah&format=geojson,,,,,automatic,0,35,ak,024aiujkah,",ak024aiujkah,",",ak,",",origin,phase-data,",,,0.29,,ml,earthquake,"M 1.5 - 42 km W of Cantwell, Alaska"
0.7,"5 km WNW of Borrego Springs, CA",1723794691850,1723826994889,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40704095,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40704095&format=geojson,,,,,reviewed,0,8,ci,40704095,",ci40704095,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",39.0,0.004344,0.17,59.0,ml,earthquake,"M 0.7 - 5 km WNW of Borrego Springs, CA"
1.24,"9 km NW of The Geysers, CA",1723794132050,1724884811820,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75049016,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75049016&format=geojson,,,,,reviewed,0,24,nc,75049016,",nc75049016,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",44.0,0.006611,0.03,53.0,md,earthquake,"M 1.2 - 9 km NW of The Geysers, CA"
1.1,"74 km NW of Ninilchik, Alaska",1723794071498,1723841023680,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024aiuhbkd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024aiuhbkd&format=geojson,,,,,automatic,0,19,ak,024aiuhbkd,",av93232201,ak024aiuhbkd,",",av,ak,",",origin,phase-data,",,,0.35,,ml,earthquake,"M 1.1 - 74 km NW of Ninilchik, Alaska"
0.88,"8 km WNW of Warren, Oregon",1723793684020,1723832002540,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62028322,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62028322&format=geojson,,,,,reviewed,0,12,uw,62028322,",uw62028322,",",uw,",",origin,phase-data,",22.0,0.037,0.16,79.0,ml,earthquake,"M 0.9 - 8 km WNW of Warren, Oregon"
0.28,"5 km WNW of The Geysers, CA",1723792452280,1723795895231,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75049011,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75049011&format=geojson,,,,,automatic,0,1,nc,75049011,",nc75049011,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.003847,0.02,159.0,md,earthquake,"M 0.3 - 5 km WNW of The Geysers, CA"
1.25,"77 km WSW of Nikolski, Alaska",1723792434700,1723840722320,,https://earthquake.usgs.gov/earthquakes/eventpage/av93232176,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93232176&format=geojson,,,,,reviewed,0,24,av,93232176,",av93232176,",",av,",",origin,phase-data,",5.0,0.06223,0.29,277.0,ml,earthquake,"M 1.3 - 77 km WSW of Nikolski, Alaska"
0.78,"5 km WNW of Cobb, CA",1723792245720,1723794360060,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75049006,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75049006&format=geojson,,,,,automatic,0,9,nc,75049006,",nc75049006,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.01285,0.01,101.0,md,earthquake,"M 0.8 - 5 km WNW of Cobb, CA"
0.68,"5 km WNW of Borrego Springs, CA",1723791641970,1723851049562,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40704087,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40704087&format=geojson,,,,,reviewed,0,7,ci,40704087,",ci40704087,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",34.0,0.007734,0.18,38.0,ml,earthquake,"M 0.7 - 5 km WNW of Borrego Springs, CA"
1.4,"43 km ENE of Independence, California",1723791101590,1723828324479,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00882526,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00882526&format=geojson,,,,,reviewed,0,30,nn,00882526,",nn00882526,",",nn,",",origin,phase-data,",11.0,0.304,0.1595,236.24999999999997,ml,earthquake,"M 1.4 - 43 km ENE of Independence, California"
1.39,"21 km NW of Grapevine, CA",1723790957290,1723849717994,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40704079,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40704079&format=geojson,,,,,reviewed,0,30,ci,40704079,",ci40704079,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",31.0,0.03009,0.2,73.0,ml,earthquake,"M 1.4 - 21 km NW of Grapevine, CA"
1.9,"25 km E of Christine, Texas",1723790875186,1723820176064,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024qbce,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024qbce&format=geojson,,,,,reviewed,0,56,tx,2024qbce,",tx2024qbce,",",tx,",",origin,phase-data,",17.0,0.1,0.3,44.0,ml,earthquake,"M 1.9 - 25 km E of Christine, Texas"
1.34,"20 km NW of Grapevine, CA",1723790822190,1724285645633,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37680372,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37680372&format=geojson,,,,,reviewed,0,28,ci,37680372,",ci37680372,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.02342,0.17,80.0,ml,earthquake,"M 1.3 - 20 km NW of Grapevine, CA"
1.66,"24 km E of Maricopa, CA",1723790782590,1723846950259,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40704071,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40704071&format=geojson,,,,,reviewed,0,42,ci,40704071,",ci40704071,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",40.0,0.05546,0.24,38.0,ml,earthquake,"M 1.7 - 24 km E of Maricopa, CA"
2.83,"12 km E of Aguanga, CA",1723790718160,1723853766078,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40704063,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40704063&format=geojson,25.0,3.1,,,reviewed,0,131,ci,40704063,",ci40704063,us7000n7d3,",",ci,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",70.0,0.09654,0.17,39.0,ml,earthquake,"M 2.8 - 12 km E of Aguanga, CA"
4.3,"27 km N of Isangel, Vanuatu",1723790601397,1723792666040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000n7d4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000n7d4&format=geojson,,,,,reviewed,0,284,us,7000n7d4,",us7000n7d4,",",us,",",origin,phase-data,",21.0,3.73,0.58,175.0,mb,earthquake,"M 4.3 - 27 km N of Isangel, Vanuatu"
2.1,"25 km WNW of Pawnee, Texas",1723790598790,1723822823410,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024qbca,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024qbca&format=geojson,,,,,reviewed,0,68,tx,2024qbca,",tx2024qbca,",",tx,",",origin,phase-data,",15.0,0.1,0.2,72.0,ml,earthquake,"M 2.1 - 25 km WNW of Pawnee, Texas"
0.95,"13 km WNW of Anza, CA",1723789572690,1723827087460,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40704055,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40704055&format=geojson,,,,,reviewed,0,14,ci,40704055,",ci40704055,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",53.0,0.03934,0.16,25.0,ml,earthquake,"M 1.0 - 13 km WNW of Anza, CA"
1.51,"23 km NW of Grapevine, CA",1723789429880,1723839589508,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40704047,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40704047&format=geojson,,,,,reviewed,0,35,ci,40704047,",ci40704047,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",31.0,0.03436,0.16,83.0,ml,earthquake,"M 1.5 - 23 km NW of Grapevine, CA"
1.56,"5 km NE of Coso Junction, CA",1723789145920,1723827067589,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40704039,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40704039&format=geojson,,,,,reviewed,0,37,ci,40704039,",ci40704039,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.05692,0.15,105.0,ml,earthquake,"M 1.6 - 5 km NE of Coso Junction, CA"
1.9,"37 km NNE of Petersville, Alaska",1723789066452,1723789157590,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024aitqth1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024aitqth1&format=geojson,,,,,automatic,0,56,ak,024aitqth1,",ak024aitqth1,",",ak,",",origin,phase-data,",,,0.24,,ml,earthquake,"M 1.9 - 37 km NNE of Petersville, Alaska"
1.8,"12 km E of Nondalton, Alaska",1723788223625,1723788325998,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024aitnt8a,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024aitnt8a&format=geojson,,,,,automatic,0,50,ak,024aitnt8a,",ak024aitnt8a,",",ak,",",origin,phase-data,",,,0.68,,ml,earthquake,"M 1.8 - 12 km E of Nondalton, Alaska"
0.83,"3 km S of Highland Park, CA",1723788015520,1723838836429,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40704031,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40704031&format=geojson,,,,,reviewed,0,11,ci,40704031,",ci40704031,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.05479,0.16,125.0,ml,earthquake,"M 0.8 - 3 km S of Highland Park, CA"
1.80999994,"6 km WSW of Volcano, Hawaii",1723787843350,1723787928310,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74403866,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74403866&format=geojson,,,,,automatic,0,50,hv,74403866,",hv74403866,",",hv,",",origin,phase-data,",14.0,0.01122,0.129999995,59.0,md,earthquake,"M 1.8 - 6 km WSW of Volcano, Hawaii"
1.6,"20 km NNW of Stanton, Texas",1723787551269,1723824664607,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024qbai,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024qbai&format=geojson,,,,,reviewed,0,39,tx,2024qbai,",tx2024qbai,",",tx,",",origin,phase-data,",28.0,0.0,0.1,37.0,ml,earthquake,"M 1.6 - 20 km NNW of Stanton, Texas"
1.66,"6 km ESE of Big Bear City, CA",1723787528910,1723827091280,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40704023,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40704023&format=geojson,1.0,0.0,,,reviewed,0,42,ci,40704023,",ci40704023,",",ci,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",76.0,0.1198,0.14,36.0,ml,earthquake,"M 1.7 - 6 km ESE of Big Bear City, CA"
4.5,"55 km SSE of Sarangani, Philippines",1723787308347,1723788376040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000n7d0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000n7d0&format=geojson,,,,,reviewed,0,312,us,7000n7d0,",us7000n7d0,",",us,",",origin,phase-data,",36.0,2.108,0.84,110.0,mb,earthquake,"M 4.5 - 55 km SSE of Sarangani, Philippines"
2.3,"88 km ESE of Arctic Village, Alaska",1723787046600,1723829443002,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024aitb3ft,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024aitb3ft&format=geojson,,,,,reviewed,0,81,ak,024aitb3ft,",ak024aitb3ft,",",ak,",",origin,phase-data,",,,0.83,,ml,earthquake,"M 2.3 - 88 km ESE of Arctic Village, Alaska"
0.69,"101 km WNW of Aleneva, Alaska",1723786457050,1723839646130,,https://earthquake.usgs.gov/earthquakes/eventpage/av93232116,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93232116&format=geojson,,,,,reviewed,0,7,av,93232116,",av93232116,",",av,",",origin,phase-data,",5.0,0.06401,0.13,216.0,ml,earthquake,"M 0.7 - 101 km WNW of Aleneva, Alaska"
0.8,"3 km W of Cushing, Oklahoma",1723786415880,1724087055038,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024qazs,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024qazs&format=geojson,,,,,reviewed,0,10,ok,2024qazs,",ok2024qazs,",",ok,",",origin,phase-data,",35.0,0.005398940544,0.18,68.0,ml,earthquake,"M 0.8 - 3 km W of Cushing, Oklahoma"
0.9,"3 km SSW of Salcha, Alaska",1723785850285,1723785978021,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024ait6t38,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024ait6t38&format=geojson,,,,,automatic,0,12,ak,024ait6t38,",ak024ait6t38,",",ak,",",origin,phase-data,",,,0.71,,ml,earthquake,"M 0.9 - 3 km SSW of Salcha, Alaska"
0.66,"86 km NNW of Karluk, Alaska",1723785804910,1723839335750,,https://earthquake.usgs.gov/earthquakes/eventpage/av93232101,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93232101&format=geojson,,,,,reviewed,0,7,av,93232101,",av93232101,",",av,",",origin,phase-data,",6.0,0.1472,0.17,244.0,ml,earthquake,"M 0.7 - 86 km NNW of Karluk, Alaska"
0.8,"3 km NNW of Minco, Oklahoma",1723785563050,1724086430166,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024qazg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024qazg&format=geojson,,,,,reviewed,0,10,ok,2024qazg,",ok2024qazg,",",ok,",",origin,phase-data,",36.0,0.05578905228,0.26,72.0,ml,earthquake,"M 0.8 - 3 km NNW of Minco, Oklahoma"
2.0,"58 km S of Whites City, New Mexico",1723785562788,1723798403553,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024qazg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024qazg&format=geojson,,,,,reviewed,0,62,tx,2024qazg,",tx2024qazg,",",tx,",",origin,phase-data,",17.0,0.0,0.2,68.0,ml,earthquake,"M 2.0 - 58 km S of Whites City, New Mexico"
1.99000001,"10 km E of Pāhala, Hawaii",1723785523570,1723785649530,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74403791,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74403791&format=geojson,,,,,automatic,0,61,hv,74403791,",hv74403791,",",hv,",",origin,phase-data,",51.0,0.04432,0.119999997,163.0,md,earthquake,"M 2.0 - 10 km E of Pāhala, Hawaii"
1.1,"2 km NNW of The Geysers, CA",1723785512920,1723790459633,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75048991,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75048991&format=geojson,,,,,automatic,0,19,nc,75048991,",nc75048991,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.01061,0.02,74.0,md,earthquake,"M 1.1 - 2 km NNW of The Geysers, CA"
1.6,"19 km NW of Fowlerton, Texas",1723785226960,1724169549583,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024qazb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024qazb&format=geojson,,,,,reviewed,0,39,tx,2024qazb,",tx2024qazb,",",tx,",",origin,phase-data,",12.0,0.3,0.4,79.0,ml,earthquake,"M 1.6 - 19 km NW of Fowlerton, Texas"
0.7,"153 km W of Adak, Alaska",1723785122720,1723838848370,,https://earthquake.usgs.gov/earthquakes/eventpage/av93232091,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93232091&format=geojson,,,,,reviewed,0,8,av,93232091,",av93232091,",",av,",",origin,phase-data,",5.0,0.01925,0.12,230.0,ml,earthquake,"M 0.7 - 153 km W of Adak, Alaska"
